player_feb_id,player_name,pts,ast,trb,tov,usage_2p,usage_3p,pct_2p,pct_3p,pct_inside,oer,der
2375792,A. ARAICO QUINTANA,0.6666666666666666,0.5,0.5,0.16666666666666666,0.41666631250033853,0.08333331250000521,0.24999979166685415,0.0,0.22222203703720989,41.66663125003386,66666708.33327917
2375803,G. TSULAIA,3.6666666666666665,0.9166666666666666,0.5833333333333334,0.5,0.2664681803491385,0.566864801496331,0.233333236666711,0.25347207479756456,0.2124999293750274,105.38745184723707,25000070.685377803
2375942,A. FERRAGUT SEBASTIA,7.0,0.5,3.0,1.0,0.31249996093750493,0.6874999140625108,0.24999993750001562,0.21428568367347375,0.099999980000004,75.30363560804413,148.7997703271407
2375984,I. FRAILE MARTINEZ,0.0,0.25,0.25,0.0,0.12499993750003124,0.37499968750028123,0.0,0.0,0.12499993750003124,0.0,100000000.0
2375995,A. SAN EMETERIO ALONSO,1.5,0.375,1.5,0.25,0.6666663298613249,0.20833324305559606,0.2187499140625371,0.0,0.24999989583337845,36.853929458399975,50000088.46412462
2377240,F. VALDIVIA SANTILLANA,0.7142857142857143,0.14285714285714285,0.42857142857142855,0.0,0.14285700000014287,0.14285707142860712,0.14285700000014287,0.07142853571430356,0.0,49.99996071431964,71428588.09524009
2377397,I. SAMPEDRO FERRERO,0.5,0.0,0.25,0.0,0.29166654861116087,0.20833324305559606,0.12499993750003124,0.0,0.16666661111112963,16.666661111112962,75000037.49995625
2378347,J. MOLINA MARTINEZ,9.0,5.0,8.5,0.5,0.5624999192708452,0.4374999348958432,0.6333331622222713,0.16666661111112963,0.4499999183333483,94.08409564510706,117.33319520239702
2378757,A. ALDA IRAOLA,7.6923076923076925,1.0,3.3076923076923075,1.3076923076923077,0.9661873968881081,0.03381233745460002,0.4743588888617116,0.07692300000007693,0.8820509838463415,84.37205041820201,7692430.882042442
2389588,P. SECK,3.0,0.07692307692307693,1.0,0.38461538461538464,0.6769227395240685,0.015384612307692922,0.3534797077447319,0.0,0.4999997089745725,73.03322520761043,38461602.9266753
2389941,A. NONGO N´SALA,2.6666666666666665,0.6666666666666666,5.333333333333333,1.0,0.8333331000000758,0.166666583333375,0.2166666191666772,0.0,0.8333329166668749,43.4020542070727,264.39926623209647
2390293,E. RAMOS BLANCO,0.8,0.6,1.0,0.2,0.49999955000042495,0.49999955000042495,0.3999996000004,0.0,0.299999750000225,79.99992000008001,60000020.00001
2390811,A. VERA PICAZO,8.571428571428571,3.857142857142857,2.0,2.2857142857142856,0.3047618679624281,0.6952379966634423,0.36309502108152136,0.3690475468254117,0.2546484951491963,94.69246872286034,133.9725821642377
2391731,M. MUKENDI MUKENDI,16.88888888888889,0.6666666666666666,7.111111111111111,3.0,0.8864597613638693,0.1135401541812413,0.5376104868055491,0.2777776018519892,0.8656083769243891,94.83232004192911,114.51765315356604
2391935,P. NJIE,10.333333333333334,1.5,9.333333333333334,2.3333333333333335,0.9223483740588515,0.07765150596160579,0.5294311433967784,0.0,0.9189813448569065,84.7176515857575,129.57561120947224
2401549,D. MARTINEZ DE LA SERNA,0.0,0.0,0.0,0.0,0.33333300000033333,0.0,0.0,0.0,0.0,0.0,100000000.0
2404809,I. DIAGNE,10.875,1.5,8.375,1.375,0.9999998239042578,0.0,0.6719154704716861,0.0,0.9999997911706864,107.96910751092301,102.60627720758379
2404857,J. BASTO LEHMANN,1.6,0.2,0.8,0.6,0.39999970000025,0.1999999500000125,0.099999950000025,0.09999997500000625,0.39999970000025,43.33332138889225,60000043.33329277
2405187,P. GONZALEZ-CHOREN GARCIA-BAQUERO,0.0,0.0,0.0,0.0,0.0,0.49999950000050003,0.0,0.0,0.0,0.0,100000000.0
2405441,M. ZUBIZARRETA ALBIZU,1.8,0.4,0.8,0.6,0.2999998750000562,0.4999997750001063,0.49999955000042495,0.099999950000025,0.16666659444447685,76.66663055557324,20000113.33314111
2405740,A. ROA RODRIGUEZ,1.2,0.0,0.5,0.1,0.59999950000045,0.0,0.49999955000042495,0.0,0.49999960000035,89.9999250000675,50000030.000002496
2408980,J. RAMAT NOGUEIRA,8.363636363636363,1.7272727272727273,4.545454545454546,2.0,0.7842973962523913,0.21570245046152614,0.3393938725042225,0.22727264393942803,0.6955861127490459,73.81753373163869,18181925.167514987
2418241,P. UZAMERE,6.25,0.75,6.25,1.75,0.8394606324344589,0.03553921134900101,0.393181741150157,0.0,0.8187497210591995,61.10474616849314,12500158.483115818
2428311,E. SANCHEZ VELASCO,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,0.11111107407408642,0.5555551481485063,0.33333300000033333,0.0,0.11111107407408642,16.666662500001042,66666733.33321667
2432349,F. RUESGA MORALES,13.272727272727273,6.090909090909091,4.818181818181818,2.090909090909091,0.5159869767530402,0.4840128878596524,0.4949493149101306,0.22348480773359355,0.5045689690614021,86.06295586442043,125.65058653850511
2432407,K. FELIZOR,12.133333333333333,1.2666666666666666,7.333333333333333,2.2,0.7613635277457197,0.23863632828123993,0.48572862090783614,0.19555549292594782,0.6956877049633667,101.51931876622875,107.71879471615597
2432797,D. MOHAR,1.1538461538461537,0.6153846153846154,1.8461538461538463,0.46153846153846156,0.4782048910044517,0.29102544617538206,0.18589732745735119,0.0,0.24999986378214997,35.945205671002654,53846250.40999083
2433060,P. NAKIDJIM,10.0,1.0,5.0,2.5,0.9999998750000174,0.0,0.37499996180555994,0.0,0.9999998333333681,64.96138506721397,224.3326999375669
2433116,Z. VINCZE,2.4,0.1,1.9,0.3,0.49999970416690437,0.0,0.40833306284745213,0.0,0.39999980238109056,78.42635370495589,50000036.19331883
2433310,K. VAN WIJK,16.846153846153847,2.3076923076923075,8.76923076923077,2.4615384615384617,0.8221222140986609,0.17787765079202422,0.6116604696428967,0.33333305555580844,0.8169939995626441,115.71170036728016,90.51283020632057
2433615,L. GIOVANNETTI,14.7,3.5,6.1,1.7,0.507642305477422,0.49235759007703567,0.5836903570287025,0.3692856222865918,0.45922072733259467,107.77996774526225,102.26776886500691
2433692,M. NDIAYE SOW,11.285714285714286,0.42857142857142855,11.142857142857142,2.0,0.8772004587353511,0.12279940526178372,0.5313491273269534,0.07142853571430356,0.8365077946009992,91.77296173683644,123.51220663865453
